"Simplified","Traditional","Pinyin","Level","Meaning"
"腊月","臘月","la4yue4","7","twelfth lunar month"
"来宾","來賓","lai2bin1","7","guest"
"来得","來得","lai2de","7","to emerge (from a comparison)"
"来客","來客","lai2ke4","7","guest"
"栏","欄","lan2","7","fence"
"拦","攔","lan2","7","to block sb's path"
"懒惰","懶惰","lan3duo4","7","idle"
"懒散","懶散","lan3san3","7","inactive"
"朗读","朗讀","lang3du2","7","to read aloud"
"朗诵","朗誦","lang3song4","7","to read aloud with expression"
"劳改","勞改","lao2gai3","7","reform through labor"
"劳累","勞累","lao2lei4","7","tired"
"老天爷","老天爺","lao3tian1ye2","7","God"
"老头儿","老頭兒","lao3tou2r","7","see 老頭子|老头子[lao3 tou2 zi5]"
"老乡","老鄉","lao3xiang1","7","fellow townsman"
"雷达","雷達","lei2da2","7","radar (loanword)"
"累积","累積","lei3ji1","7","to accumulate"
"类型","類型","lei4xing2","7","type"
"冷冻","冷凍","leng3dong4","7","to freeze"
"冷门","冷門","leng3men2","7","a neglected branch (of arts, science, sports etc)"
"罹难","罹難","li2nan4","7","to die in an accident or disaster"
"理财","理財","li3cai2","7","financial management"
"理所当然","理所當然","li3suo3dang1ran2","7","as it should be by rights (idiom); proper and to be expected as a matter of course"
"理学","理學","li3xue2","7","School of Principle"
"礼服","禮服","li3fu2","7","ceremonial robe"
"礼节","禮節","li3jie2","7","etiquette"
"力学","力學","li4xue2","7","mechanics"
"立国","立國","li4guo2","7","to found a country"
"立体","立體","li4ti3","7","three-dimensional"
"历届","歷屆","li4jie4","7","all previous (meetings, sessions etc)"
"历来","歷來","li4lai2","7","always"
"历年","歷年","lin4ian2","7","over the years"
"联盟","聯盟","lian2meng2","7","alliance"
"联系","聯繫","lian2xi4","7","connection"
"联想","聯想","lian2xiang3","7","to associate (cognitively)"
"连带","連帶","lian2dai4","7","to be related"
"连结","連結","lian2jie2","7","variant of 聯結|联结[lian2 jie2]"
"连任","連任","lian2ren4","7","to continue in (a political) office"
"连线","連線","lian2xian4","7","electrical lead"
"廉价","廉價","lian2jia4","7","cheaply-priced"
"廉洁","廉潔","lian2jie2","7","honest"
"脸庞","臉龐","lian3pang2","7","face"
"脸谱","臉譜","lian3pu3","7","Facebook"
"良机","良機","liang2ji1","7","a good chance"
"两极","兩極","liang3ji2","7","the two poles"
"两口子","兩口子","liang3kou3zi","7","husband and wife"
"辽阔","遼闊","liao2kuo4","7","vast"
"列车","列車","lie4che1","7","(railway) train"
"列国","列國","lie4guo2","7","various countries"
"猎人","獵人","lie4ren2","7","hunter"
"临床","臨床","lin2chuang2","7","clinical"
"邻里","鄰里","lin2li3","7","neighbor"
"铃","鈴","ling2","7","(small) bell"
"灵感","靈感","ling2gan3","7","inspiration"
"灵验","靈驗","ling2yan4","7","efficacious"
"领队","領隊","ling3dui4","7","to lead a group"
"领会","領會","ling3hui4","7","to understand"
"领悟","領悟","ling3wu4","7","to understand"
"流传","流傳","liu2chuan2","7","to spread"
"柳树","柳樹","liu3shu4","7","willow"
"笼子","籠子","long2zi","7","cage"
"笼罩","籠罩","long2zhao4","7","to envelop"
"垄断","壟斷","long3duan4","7","to enjoy market dominance"
"楼房","樓房","lou2fang2","7","a building of two or more stories"
"炉子","爐子","lu2zi","7","stove"
"陆地","陸地","lu4di4","7","dry land (as opposed to the sea)"
"路过","路過","lu4guo4","7","to pass by or through"
"录影","錄影","lu4ying3","7","to videotape"
"录影机","錄影機","lu4ying3ji1","7","camcorder"
"轮廓","輪廓","lun2kuo4","7","an outline"
"伦理","倫理","lun2li3","7","ethics"
"沦陷","淪陷","lun2xian4","7","to fall into enemy hands"
"论点","論點","lun4dian3","7","argument"
"啰嗦","囉嗦","luo1suo","7","long-winded"
"锣","鑼","luo2","7","gong"
"逻辑","邏輯","luo2ji2","7","logic (loanword)"
"落选","落選","luo4xuan3","7","to fail to be chosen (or elected)"
"骆驼","駱駝","luo4tuo","7","camel"
"驴","驢","lü2","7","donkey"
"铝","鋁","lü3","7","aluminum (chemistry)"
"旅费","旅費","lü3fei4","7","travel expenses"
"履历","履歷","lü3li4","7","background (academic and work)"
"马铃薯","馬鈴薯","ma3ling2shu3","7","potato"
"买主","買主","mai3zhu3","7","customer"
"迈","邁","mai4","7","to take a step"
"迈进","邁進","mai4jin4","7","to step in"
"麦子","麥子","mai4zi","7","wheat"
"卖座","賣座","mai4zuo4","7","(of a movie, show etc) to attract large audiences"
"瞒","瞞","man2","7","to conceal from"
"蛮横","蠻橫","man2heng4","7","rude and unreasonable"
"满怀","滿懷","man3huai2","7","to have one's heart filled with"
"漫长","漫長","man4chang2","7","very long"
"盲从","盲從","mang2cong2","7","to follow blindly"
"冒险","冒險","mao4xian3","7","to take risks"
"眉头","眉頭","mei2tou2","7","brows"
"媒体","媒體","mei2ti3","7","media, esp. news media"
"美满","美滿","mei3man3","7","happy"
"闷","悶","men1","7","stuffy"
"闷热","悶熱","men1re4","7","sultry"
"门户","門戶","men2hu4","7","door"
"梦见","夢見","meng4jian4","7","to dream about (sth or sb)"
"谜","謎","mi2","7","riddle"
"谜语","謎語","mi2yu3","7","riddle"
"迷宫","迷宮","mi2gong1","7","maze"
"迷恋","迷戀","mi2lian4","7","to be infatuated with"
"弥补","彌補","mi2bu3","7","to complement"
"名额","名額","min2ge2","7","quota"
"名号","名號","ming2hao4","7","name"
"名气","名氣","ming2qi4","7","reputation"
"名胜","名勝","ming2sheng4","7","a place famous for its scenery or historical relics"
"名声","名聲","ming2sheng1","7","reputation"
"绵延","綿延","mian2yan2","7","continuous (esp. of mountain ranges)"
"免税","免稅","mian3shui4","7","not liable to taxation (of monastery, imperial family etc)"
"面谈","面談","mian4tan2","7","face-to-face meeting"
"描绘","描繪","miao2hui4","7","to describe"
"民营","民營","min2ying2","7","privately run (i.e. by a company, not the state)"
"模范","模範","mo2fan4","7","model"
"魔术","魔術","mo2shu4","7","magic"
"没落","沒落","mo4luo4","7","to decline"
"没收","沒收","mo4shou1","7","to confiscate"
"漠视","漠視","mo4shi4","7","to ignore"
"谋生","謀生","mou2sheng1","7","to seek one's livelihood"
"亩","畝","mu3","7","classifier for fields"
"母语","母語","mu3yu3","7","native language"
"目击","目擊","mu4ji2","7","to see with one's own eyes"
"牧场","牧場","mu4chang3","7","pasture"
"纳闷","納悶","na4men4","7","puzzled"
"纳入","納入","na4ru4","7","to bring into"
"纳税","納稅","na4shui4","7","to pay taxes"
"南极洲","南極洲","nan2ji2zhou1","7","Antarctica"
"难度","難度","nan2du4","7","trouble"
"难关","難關","nan2guan1","7","difficulty"
"难免","難免","nan2mian3","7","hard to avoid"
"难题","難題","nan2ti2","7","difficult problem"
"难民","難民","nan4min2","7","refugee"
"脑海","腦海","nao3hai3","7","the mind"
"脑力","腦力","nao3li4","7","mental capacity"
"内阁","內閣","nei4ge2","7","(government) cabinet"
"内涵","內涵","nei4han2","7","meaningful content"
"内销","內銷","nei4xiao1","7","to sell in the domestic market"
"内在","內在","nei4zai4","7","inner"
"内战","內戰","nei4zhan4","7","civil war"
"内政","內政","nei4zheng4","7","internal affairs (of a country)"
"拟定","擬定","ni3ding4","7","to draw up"
"念头","念頭","nian4tou","7","thought"
"凝结","凝結","ning2jie2","7","to condense"
"凝视","凝視","ning2shi4","7","to gaze at"
"扭转","扭轉","niu3zhuan3","7","to reverse"
"农具","農具","nong2ju4","7","farm implements"
"农田","農田","nong2tian2","7","farmland"
"农作物","農作物","nong2zuo4wu4","7","(farm) crops"
"弄错","弄錯","nong4cuo4","7","to err"
"奴隶","奴隸","nu2li4","7","slave"
"怒气","怒氣","nu4qi4","7","anger"
"诺言","諾言","nuo4yan2","7","promise"
"欧洲","歐洲","ou1zhou1","7","Europe"
"拍马屁","拍馬屁","pai1ma3pi4","7","to flatter"
"拍摄","拍攝","pai1she4","7","to film"
"排挤","排擠","pai2ji3","7","to crowd out"
"派对","派對","pai4dui4","7","party (loanword)"
"派头","派頭","pai4tou2","7","manner"
"旁听","旁聽","pang2ting1","7","to visit (a meeting, class, trial etc)"
"抛","拋","pao1","7","to throw"
"抛弃","拋棄","pao1qi4","7","to abandon"
"培训","培訓","pei2xun4","7","to cultivate"
"配给","配給","pei4ji3","7","to ration"
"喷漆","噴漆","pen1qi1","7","to spray paint or lacquer"
"捧场","捧場","peng3chang3","7","to cheer on (originally esp. as paid stooge)"
"批发","批發","pi1fa1","7","wholesale"
"疲惫","疲憊","pi2bei4","7","beaten"
"贫苦","貧苦","pin2ku3","7","poverty-stricken"
"贫民","貧民","pin2min2","7","poor people"
"品种","品種","pin3zhong3","7","breed"
"平稳","平穩","ping2wen3","7","smooth"
"评估","評估","ping2gu1","7","to evaluate"
"评价","評價","ping2jia4","7","to evaluate"
"评论","評論","ping2lun4","7","to comment on"
"破产","破產","po4chan3","7","to go bankrupt"
"破获","破獲","po4huo4","7","to uncover (a criminal plot)"
"朴素","樸素","pu2su4","7","plain and simple"
"凄凉","淒涼","qi1liang2","7","desolate (place)"
"奇观","奇觀","qi2guan1","7","spectacle"
"奇异","奇異","qi2yi4","7","fantastic"
"期货","期貨","qi2huo4","7","abbr. for 期貨合約|期货合约[qi1 huo4 he2 yue1], futures contract (finance)"
"旗帜","旗幟","qi2zhi4","7","ensign"
"启发","啟發","qi3fa1","7","to enlighten"
"启示","啟示","qi3shi4","7","to reveal"
"启事","啟事","qi3shi4","7","announcement (written, on billboard, letter, newspaper or website)"
"起码","起碼","qi3ma3","7","at the minimum"
"气概","氣概","qi4gai4","7","lofty quality"
"气管","氣管","qi4guan3","7","windpipe"
"气派","氣派","qi4pai","7","imposing manner or style"
"气势","氣勢","qi4shi4","7","imposing manner"
"气体","氣體","qi4ti3","7","gas (i.e. gaseous substance)"
"气压","氣壓","qi4ya1","7","atmospheric pressure"
"契机","契機","qi4ji1","7","opportunity"
"弃权","棄權","qi4quan2","7","to abstain from voting"
"恰当","恰當","qia4dang4","7","appropriate"
"洽谈","洽談","qia4tan2","7","to discuss"
"牵连","牽連","qian1lian2","7","to implicate"
"签署","簽署","qian1shu4","7","to sign (an agreement)"
"谦逊","謙遜","qian1xun4","7","humble"
"前辈","前輩","qian2bei4","7","senior"
"前后","前後","qian2hou4","7","around"
"潜藏","潛藏","qian2cang2","7","hidden beneath the surface"
"潜力","潛力","qian2li4","7","potential"
"虔诚","虔誠","qian2cheng2","7","pious"
"浅薄","淺薄","qian3bo2","7","superficial"
"浅显","淺顯","qian3xian3","7","plain"
"腔调","腔調","qiang1diao4","7","accent"
"墙角","牆角","qiang2jiao3","7","corner (junction of two walls)"
"强劲","強勁","qiang2jing4","7","strong"
"强求","強求","qiang3qiu2","7","to insist on"
"强权","強權","qiang2quan2","7","power"
"强壮","強壯","qiang2zhuang4","7","strong"
"翘","翹","qiao4","7","outstanding"
"翘课","翹課","qiao4ke4","7","to skip school"
"切实","切實","qie4shi2","7","feasible"
"窃贼","竊賊","qie4zei2","7","thief"
"亲热","親熱","qin1re4","7","affectionate"
"亲身","親身","qin1shen1","7","personal"
"亲生","親生","qin1sheng1","7","one's own (child) (i.e. one's child by birth)"
"侵蚀","侵蝕","qin1shi2","7","to erode"
"侵袭","侵襲","qin1xi2","7","to invade"
"钦佩","欽佩","qin1pei4","7","to admire"
"勤奋","勤奮","qin2fen4","7","hardworking"
"清洁","清潔","qing1jie2","7","clean"
"清静","清靜","qing1jing4","7","quiet"
"清扫","清掃","qing1sao3","7","to tidy up"
"轻薄","輕薄","qing1bo2","7","light (weight)"
"轻蔑","輕蔑","qing1mie4","7","to contempt"
"轻易","輕易","qing1yi4","7","easily"
"情报","情報","qing2bao4","7","information"
"情妇","情婦","qing2fu4","7","mistress"
"情节","情節","qing2jie2","7","plot"
"情侣","情侶","qing2lü3","7","sweethearts"
"庆幸","慶幸","qing4xing4","7","to rejoice"
"求学","求學","qiu2xue2","7","to seek knowledge"
"趋势","趨勢","qu1shi4","7","trend"
"取缔","取締","qu3di4","7","to suppress"
"取样","取樣","qu3yang4","7","to take a sample"
"取悦","取悅","qu3yue4","7","to try to please"
"全盘","全盤","quan2pan2","7","overall"
"权力","權力","quan2li4","7","power"
"权威","權威","quan2wei1","7","authority"
"权益","權益","quan2yi4","7","rights"
"劝导","勸導","quan4dao3","7","to advise"
"劝告","勸告","quan4gao4","7","to advise"
"确保","確保","que4bao3","7","to ensure"
"确切","確切","que4qie4","7","definite"
"群岛","群島","qun2dao3","7","group of islands"
"饶","饒","rao2","7","rich"
"热潮","熱潮","re4chao2","7","upsurge"
"热带","熱帶","re4dai4","7","the tropics"
"热量","熱量","re4liang4","7","heat"
"热水瓶","熱水瓶","re4shui3ping2","7","thermos bottle"
"仁爱","仁愛","ren2ai4","7","benevolence"
"人祸","人禍","ren2huo4","7","human disaster"
"人际","人際","ren2ji4","7","human relationships"
"人选","人選","ren2xuan3","7","choice of person"
"认错","認錯","ren4cuo4","7","to admit an error"
"认定","認定","ren4ding4","7","to maintain (that sth is true)"
"日光灯","日光燈","ri4guang1deng1","7","fluorescent light"
"容纳","容納","rong2na4","7","to hold"
"容许","容許","rong2xu3","7","to permit"
"荣誉","榮譽","rong2yu4","7","honor"
"柔软","柔軟","rou2ruan3","7","soft"
"肉体","肉體","rou4ti3","7","physical body"
"软弱","軟弱","ruan3ruo4","7","weak"
"软体","軟體","ruan3ti3","7","software (Tw)"
"撒谎","撒謊","sa1huang3","7","to tell lies"
"洒","灑","sa3","7","to sprinkle"
"塞车","塞車","sai1che1","7","traffic jam"
"丧事","喪事","sang1shi4","7","funeral arrangements"
"丧生","喪生","sang4sheng1","7","to die"
"骚动","騷動","sao1dong4","7","disturbance"
"色泽","色澤","se4ze2","7","color and luster"
"刹","剎","sha1che1","7","to brake"
"沙哑","沙啞","sha1ya3","7","hoarse"
"山脉","山脈","shan1mai4","7","mountain range"
"闪电","閃電","shan3dian4","7","lightning"
"闪烁","閃爍","shan3shuo4","7","flickering"
"闪耀","閃耀","shan3yao4","7","to glint"
"擅长","擅長","shan4chang2","7","to be good at"
"伤口","傷口","shang1kou3","7","wound"
"伤亡","傷亡","shang1wang2","7","casualties"
"商讨","商討","shang1tao3","7","to discuss"
"上进","上進","shang4jin4","7","to make progress"
"上门","上門","shang4men2","7","to drop in"
"上瘾","上癮","shang4yin3","7","to get into a habit"
"上涨","上漲","shang4zhang3","7","to rise"
"烧香","燒香","shao1xiang1","7","to burn incense"
"设施","設施","she4shi1","7","facilities"
"设想","設想","she4xiang3","7","to imagine"
"射击","射擊","she4ji2","7","to shoot"
"社论","社論","she4lun4","7","editorial (in a newspaper)"
"社区","社區","she4qu1","7","community"
"摄取","攝取","she4qu3","7","to absorb (nutrients etc)"
"摄氏","攝氏","she4shi4","7","Celsius"
"摄影机","攝影機","she4ying3ji1","7","camera"
"深奥","深奧","shen1ao4","7","profound"
"身为","身為","shen1wei2","7","in the capacity of"
"伸张","伸張","shen1zhang1","7","to uphold (e.g. justice or virtue)"
"审核","審核","shen3he2","7","to audit"
"审判","審判","shen3pan4","7","a trial"
"审慎","審慎","shen3shen4","7","prudent"
"审议","審議","shen3yi4","7","deliberation"
"渗入","滲入","shen4ru4","7","to permeate"
"生词","生詞","sheng1ci2","7","new word (in textbook)"
"生态","生態","sheng1tai4","7","ecology"
"升迁","升遷","sheng1qian1","7","promote"
"声称","聲稱","sheng1cheng1","7","to claim"
"声明","聲明","sheng1ming2","7","to state"
"声势","聲勢","sheng1shi4","7","fame and power"
"盛装","盛裝","sheng4zhuang1","7","(of a receptacle etc) to contain"
"胜地","勝地","sheng4di4","7","well-known scenic spot"
"圣贤","聖賢","sheng4xian2","7","a sage"
"失灵","失靈","shi1ling2","7","out of order (of machine)"
"失踪","失蹤","shi1zong1","7","to be missing"
"师范","師範","shi1fan4","7","teacher-training"
"尸体","屍體","shi1ti3","7","dead body"
"时差","時差","shi2cha1","7","time difference"
"时光","時光","shi2guang1","7","time"
"时节","時節","shi2jie2","7","season"
"时髦","時髦","shi2mao2","7","in vogue"
"时效","時效","shi2xiao4","7","effectiveness for a given period of time"
"实地","實地","shi2di4","7","on-site"
"实践","實踐","shi2jian4","7","practice"
"实况","實況","shi2kuang4","7","live (e.g. broadcast or recording)"
"实例","實例","shi2li4","7","an actual example"
"实习","實習","shi2xi2","7","to practice"
"实证","實證","shi2zheng4","7","actual proof"
"实质","實質","shi2zhi2","7","substance"
"使唤","使喚","shi3huan4","7","to order sb about"
"使节","使節","shi3jie2","7","(diplomatic) envoy"
"使劲","使勁","shi3jing4","7","to exert all one's strength"
"示范","示範","shi4fan4","7","to demonstrate"
"世间","世間","shi4jian1","7","world"
"试卷","試卷","shi4juan4","7","examination paper"
"试图","試圖","shi4tu2","7","to attempt"
"势必","勢必","shi4bi4","7","to be bound to"
"事变","事變","shi4bian4","7","incident"
"事态","事態","shi4tai4","7","situation"
"事务","事務","shi4wu4","7","(political, economic etc) affairs"
"释放","釋放","shi4fang4","7","to release"
"视为","視為","shi4wei2","7","to view as"
"适宜","適宜","shi4yi2","7","suitable"
"适中","適中","shi4zhong1","7","moderate"
"收费","收費","shou1fei4","7","to charge a fee"
"收买","收買","shou1mai3","7","to purchase"
"收缩","收縮","shou1suo1","7","to pull back"
"收听","收聽","shou1ting1","7","to listen to (a radio broadcast)"
"手册","手冊","shou3ce4","7","manual"
"手枪","手槍","shou3qiang1","7","pistol"
"手势","手勢","shou3shi4","7","gesture"
"守护","守護","shou3hu4","7","to guard"
"首领","首領","shou3ling3","7","head"
"首饰","首飾","shou3shi4","7","jewelry"
"首长","首長","shou3zhang3","7","senior official"
"受训","受訓","shou4xun4","7","to receive training"
"售货员","售貨員","shou4huo4yuan2","7","salesperson"
"授课","授課","shou4ke4","7","to teach"
"狩猎","狩獵","shou4lie4","7","to hunt"
"寿星","壽星","shou4xing1","7","god of longevity"
"疏导","疏導","shu1dao3","7","to dredge"
"书本","書本","shu1ben3","7","book"
"书面","書面","shu1mian4","7","in writing"
"书写","書寫","shu1xie3","7","to write"
"舒畅","舒暢","shu1chang4","7","happy"
"输血","輸血","shu1xie3","7","to transfuse blood"
"束缚","束縛","shu4fu2","7","to bind"
"树苗","樹苗","shu4miao2","7","sapling"
"数据","數據","shu4ju4","7","data"
"双重","雙重","shuang1chong2","7","double"
"双打","雙打","shuang1da3","7","doubles (in sports)"
"水库","水庫","shui3ku4","7","reservoir"
"水蒸气","水蒸氣","shui3zheng1qi4","7","vapor"
"顺从","順從","shun4cong2","7","obedient"
"顺应","順應","shun4ying4","7","to comply"
"瞬间","瞬間","shun4jian1","7","in an instant"
"说谎","說謊","shuo1huang3","7","to lie"
"说笑","說笑","shuo1xiao4","7","to chat and laugh"
"思维","思維","si1wei2","7","(line of) thought"
"丝毫","絲毫","si1hao2","7","the slightest amount or degree"
"赐","賜","si4","7","to confer"
"松树","松樹","song1shu4","7","pine"
"怂恿","慫恿","song3yong3","7","to instigate"
"俗称","俗稱","su2cheng1","7","commonly referred to as"
"俗语","俗語","su2yu3","7","common saying"
"塑胶","塑膠","su4jiao1","7","plastic"
"诉苦","訴苦","su4ku3","7","to grumble"
"素质","素質","su4zhi2","7","inner quality"
"算术","算術","suan4shu4","7","arithmetic"
"虽说","雖說","sui1shuo1","7","though"
"随后","隨後","sui2hou4","7","soon after"
"随即","隨即","sui2ji2","7","immediately"
"随身","隨身","sui2shen1","7","to (carry) on one's person"
"随同","隨同","sui2tong2","7","accompanying"
"岁月","歲月","sui4yue4","7","years"
"损害","損害","sun3hai4","7","harm"
"损坏","損壞","sun3huai4","7","to damage"
"损伤","損傷","sun3shang1","7","to harm"
"缩小","縮小","suo1xiao3","7","to reduce"
"索赔","索賠","suo3pei2","7","to ask for compensation"
"琐碎","瑣碎","suo3sui4","7","trifling"
"踏实","踏實","ta4shi2","7","firmly-based"
"太极拳","太極拳","tai4ji2quan2","7","shadowboxing or Taiji, T'aichi or T'aichichuan"
"态势","態勢","tai4shi4","7","posture"
"贪","貪","tan1","7","to have a voracious desire for"
"贪心","貪心","tan1xin1","7","greedy"
"摊位","攤位","tan1wei4","7","vendor's booth"
"谈论","談論","tan2lun4","7","to discuss"
"弹性","彈性","tan2xing4","7","flexibility"
"探险","探險","tan4xian3","7","to explore"
"汤圆","湯圓","tang1yuan2","7","boiled balls of glutinous rice flour, eaten during the Lantern Festival"
"逃税","逃稅","tao2shui4","7","to evade a tax"
"套装","套裝","tao4zhuang1","7","outfit or suit (of clothes)"
"特区","特區","te4qu1","7","special administrative region"
"特权","特權","te4quan2","7","prerogative"
"特约","特約","te4yue1","7","specially engaged"
"特征","特徵","te4zheng1","7","characteristic"
"疼爱","疼愛","ten2gai4","7","to love dearly"
"提议","提議","ti2yi4","7","proposal"
"体操","體操","ti3cao1","7","gymnastic"
"体格","體格","ti3ge2","7","bodily health"
"体积","體積","ti3ji1","7","volume"
"体谅","體諒","ti3liang","7","to empathize"
"体面","體面","ti3mian4","7","dignity"
"体系","體系","ti3xi4","7","system"
"体质","體質","ti3zhi2","7","constitution"
"天敌","天敵","tian1di2","7","predator"
"天然气","天然氣","tian1ran2qi4","7","natural gas"
"天灾","天災","tian1zai1","7","natural disaster"
"田径","田徑","tian2jing4","7","track and field (athletics)"
"调和","調和","tiao2he2","7","harmonious"
"调节","調節","tiao2jie2","7","to adjust"
"调皮","調皮","tiao2pi2","7","naughty"
"条例","條例","tiao2li4","7","regulations"
"听写","聽寫","ting1xie3","7","(of a pupil) to write down (in a dictation exercise)"
"停顿","停頓","ting2dun4","7","to halt"
"停滞","停滯","ting2zhi4","7","stagnation"
"通报","通報","tong1bao4","7","to inform"
"通车","通車","tong1che1","7","to open to traffic (e.g. new bridge, rail line etc)"
"通称","通稱","tong1cheng1","7","generic term"
"通货膨胀","通貨膨脹","tong1huo4peng2zhang4","7","inflation"
"通缉","通緝","tong1qi4","7","to order the arrest of sb as criminal"
"同乡","同鄉","tong2xiang1","7","person from the same village, town, or province"
"同性恋","同性戀","tong2xing4lian4","7","homosexuality"
"同业","同業","tong2ye4","7","same trade or business"
"统统","統統","tong3tong3","7","totally"
"统制","統制","tong3zhi4","7","to control"
"偷懒","偷懶","tou1lan3","7","to goof off"
"投机","投機","tou2ji1","7","to speculate (on financial markets)"
"突击","突擊","tu2ji2","7","sudden and violent attack"
"图表","圖表","tu2biao3","7","chart"
"图画","圖畫","tu2hua4","7","drawing"
"图腾","圖騰","tu2teng2","7","totem (loanword)"
"团聚","團聚","tuan2ju4","7","to reunite"
"团员","團員","tuan2yuan2","7","member"
"推测","推測","tui1ce4","7","speculation"
"推选","推選","tui1xuan3","7","to elect"
"脱身","脫身","tuo1shen1","7","to get away"
"脱手","脫手","tuo1shou3","7","(not of regular commerce) to sell or dispose of (goods etc)"
"外号","外號","wai4hao4","7","nickname"
"外贸","外貿","wai4mao4","7","foreign trade"
"外销","外銷","wai4xiao1","7","to export"
"外资","外資","wai4zi1","7","foreign investment"
"弯曲","彎曲","wan1qu1","7","to bend"
"完备","完備","wan2bei4","7","faultless"
"顽强","頑強","wan2qiang2","7","tenacious"
"万分","萬分","wan4fen1","7","very much"
"万事","萬事","wan4shi4","7","all things"
"万岁","萬歲","wan4sui4","7","Long live (the king, the revolution etc)!"
"万万","萬萬","wan4wan4","7","absolutely"
"万物","萬物","wan4wu4","7","all living things"
"亡国","亡國","wang2guo2","7","(of a nation) to be destroyed"
"往来","往來","wang3lai2","7","dealings"
"威风","威風","wei1feng1","7","might"
"萎缩","萎縮","wei1suo1","7","to wither"
"为人","為人","wei2ren2","7","to conduct oneself"
"为生","為生","wei2sheng1","7","to make a living"
"为首","為首","wei2shou3","7","head"
"为止","為止","wei2zhi3","7","until"
"违背","違背","wei2bei4","7","to go against"
"违约","違約","wei2yue1","7","to break a promise"
"围巾","圍巾","wei2jin1","7","scarf"
"围墙","圍牆","wei2qiang2","7","perimeter wall"
"围绕","圍繞","wei2rao4","7","to revolve around"
"维生素","維生素","wei2sheng1su4","7","vitamin"
"温带","溫帶","wen1dai4","7","temperate zone"
"温泉","溫泉","wen1quan2","7","hot spring"
"温习","溫習","wen1xi2","7","to review (a lesson etc)"
"温驯","溫馴","wen1xun2","7","docile"
"文坛","文壇","wen2tan2","7","literary circles"
"文献","文獻","wen2xian4","7","document"
"闻名","聞名","wen2ming2","7","well-known"
"稳健","穩健","wen3jian4","7","firm"
"紊乱","紊亂","wen4luan4","7","disorder"
"问世","問世","wen4shi4","7","to be published"
"乌龟","烏龜","wu1gui1","7","tortoise"
"乌龙茶","烏龍茶","wu1long2cha2","7","oolong tea"
"乌鸦","烏鴉","wu1ya1","7","crow"
"无比","無比","wu2bi3","7","incomparable"
"无线电","無線電","wu2xian4dian4","7","wireless"
"无形","無形","wu2xing2","7","incorporeal"
"无疑","無疑","wu2yi2","7","no doubt"
"武装","武裝","wu3zhuang1","7","arms"
"物产","物產","wu4chan3","7","products"
"物体","物體","wu4ti3","7","object"
"物资","物資","wu4zi1","7","goods"
"误差","誤差","wu4cha1","7","difference"
"误解","誤解","wu4jie3","7","to misunderstand"
"务实","務實","wu4shi2","7","pragmatic"
"西医","西醫","xi1yi1","7","Western medicine"
"锡","錫","xi2","7","tin (chemistry)"
"袭击","襲擊","xi2ji2","7","attack (esp. surprise attack)"
"习题","習題","xi2ti2","7","(schoolwork) exercise"
"洗礼","洗禮","xi3li3","7","baptism (lit. or fig.)"
"喜气","喜氣","xi3qi4","7","hilarity"
"喜悦","喜悅","xi3yue4","7","happy"
"戏曲","戲曲","xi4qu3","7","Chinese opera"
"峡谷","峽谷","xia2gu3","7","canyon"
"狭小","狹小","xia2xiao3","7","narrow"
"狭窄","狹窄","xia2zhai3","7","narrow"
"下笔","下筆","xia4bi3","7","to put pen to paper"
"先后","先後","xian1hou4","7","early or late"
"先驱","先驅","xian1qu1","7","pioneer"
"鲜明","鮮明","xian1ming2","7","bright"
"纤维","纖維","xian1wei2","7","fiber"
"显现","顯現","xian3xian4","7","appearance"
"宪法","憲法","xian4fa3","7","constitution (of a country)"
"线路","線路","xian4lu4","7","line"
"献身","獻身","xian4shen1","7","to commit one's energy to"
"现今","現今","xian4jin1","7","now"
"现行","現行","xian4xing2","7","to be in effect"
"现状","現狀","xian4zhuang4","7","current situation"
"相传","相傳","xiang1chuan2","7","to pass on"
"相继","相繼","xiang1ji4","7","in succession"
"乡土","鄉土","xiang1tu3","7","native soil"
"镶","鑲","xiang1","7","to inlay"
"想开","想開","xiang3kai1","7","to get over (a shock, bereavement etc)"
"响亮","響亮","xiang3liang4","7","loud and clear"
"向导","嚮導","xiang4dao3","7","guide"
"向往","嚮往","xiang4wang3","7","to yearn for"
"象征","象徵","xiang4zheng1","7","emblem"
"潇洒","瀟灑","xiao1sa3","7","confident and at ease"
"逍遥","逍遙","xiao1yao2","7","free and unfettered"
"小贩","小販","xiao3fan4","7","peddler"
"效劳","效勞","xiao4lao2","7","to serve (in some capacity)"
"协办","協辦","xie2ban4","7","to assist"
"协定","協定","xie2ding4","7","(reach an) agreement"
"协会","協會","xie2hui4","7","an association"
"协商","協商","xie2shang1","7","to consult with"
"协调","協調","xie2tiao2","7","to coordinate"
"协议","協議","xie2yi4","7","agreement"
"血迹","血跡","xie3ji1","7","bloodstain"
"血压","血壓","xie3ya1","7","blood pressure"
"写实","寫實","xie3shi2","7","realism"
"写作","寫作","xie3zuo4","7","to write"
"泄气","洩氣","xie4qi4","7","to leak (gas)"
"心爱","心愛","xin1ai4","7","beloved"
"心软","心軟","xin1ruan3","7","to be softhearted"
"心态","心態","xin1tai4","7","attitude (of the heart)"
"新颖","新穎","xin1ying3","7","lit. new bud"
"信赖","信賴","xin4lai4","7","to trust"
"兴建","興建","xing1jian4","7","to build"
"兴隆","興隆","xing1long2","7","prosperous"
"兴起","興起","xing1qi3","7","to rise"
